grid_id,lat,lon
179452,22.56653553,114.1724484
179454,22.56670625,114.1821636
179456,22.5668764,114.1918789
179469,22.56796803,114.2550307
180246,22.56769112,113.9877793
180247,22.56778214,113.9926361
180248,22.56787301,113.997493
180278,22.57053116,114.1432102
180279,22.57061749,114.1480679
180283,22.57096137,114.1674985
180284,22.57104697,114.1723563
180285,22.57113242,114.177214
180287,22.5713029,114.1869296
181062,22.57072524,113.9099727
181074,22.57183618,113.9682534
181075,22.57192781,113.9731103
181089,22.57319521,114.0411095
181094,22.5736409,114.0653961
181095,22.57372959,114.0702535
181110,22.57504248,114.1431172
181117,22.57564388,114.1771221
181118,22.57572921,114.18198
181893,22.57514206,113.9050153
181894,22.57523561,113.909872
181905,22.576255,113.9632977
181923,22.57788488,114.050728
181926,22.57815191,114.0653005
181927,22.57824063,114.070158
181928,22.5783292,114.0750156
181929,22.57841762,114.0798732
181932,22.57868201,114.0944461
181941,22.57946728,114.1381662
181943,22.57964018,114.147882
182724,22.57955868,113.9000576
182725,22.5796524,113.9049145
182738,22.5808574,113.9680559
182764,22.58319314,114.0943514
182771,22.58380507,114.1283569
182772,22.5838919,114.1332149
182773,22.58397858,114.1380729
182774,22.58406512,114.142931
182775,22.58415151,114.1477891
182776,22.58423776,114.1526472
183555,22.58397512,113.8950996
183603,22.58831632,114.1282633
183606,22.58857644,114.1428379
183607,22.58866285,114.1476961
184381,22.5879189,113.8658561
184387,22.58848541,113.8949984
184388,22.58857932,113.8998556
184404,22.59006188,113.9775734
184432,22.59256609,114.1135948
184433,22.5926534,114.1184531
184434,22.59274056,114.1233114
184436,22.59291445,114.133028
184437,22.59300117,114.1378864
184438,22.59308775,114.1427447
184440,22.59326046,114.1524616
184508,22.59878353,114.482888
185212,22.59233411,113.8608968
185213,22.59242906,113.8657539
185234,22.59438921,113.9677594
185235,22.59448094,113.9726171
185242,22.59511893,114.0066216
185264,22.59707728,114.1135007
185265,22.59716461,114.1183591
185266,22.5972518,114.1232176
185267,22.59733883,114.128076
185268,22.59742572,114.1329345
185269,22.59751246,114.137793
185270,22.59759906,114.1426516
186044,22.59684425,113.8607945
186053,22.59769374,113.9045109
186066,22.59889981,113.9676606
186067,22.59899156,113.9725184
186072,22.5994481,113.996808
186097,22.60167582,114.1182651
186098,22.60176303,114.1231237
186099,22.60185008,114.1279824
186100,22.60193699,114.132841
186137,22.60504944,114.3126274
186139,22.60521196,114.3223465
186875,22.60125925,113.8558347
186881,22.6018279,113.8849795
186882,22.60192216,113.8898371
186917,22.60512893,114.0598679
186929,22.60618703,114.1181711
186931,22.60636133,114.1278887
186932,22.60644825,114.1327475
186934,22.60662167,114.1424652
186935,22.60670816,114.147324
186936,22.6067945,114.1521829
186968,22.6094799,114.30768
187747,22.60946146,114.0500548
187749,22.6096399,114.059772
